layer_order,mlp_layers,mlp_solver,logistic_regressions,svc_kernel,xgb_estimators,rf_estimators,early_stopping_iterations,positions,mean_accuracy,max_accuracy,min_accuracy,std_accuracy,max_false_negative,max_false_positive,max_true_negative,max_true_positive,mean_false_negative,mean_false_positive,mean_true_negative,mean_true_positive,min_false_negative,min_false_positive,min_true_negative,min_true_positive,neg_max_f1,neg_max_precision,neg_max_recall,neg_mean_f1,neg_mean_precision,neg_mean_recall,neg_min_f1,neg_min_precision,neg_min_recall,neg_std_f1,neg_std_precision,neg_std_recall,pos_max_f1,pos_max_precision,pos_max_recall,pos_mean_f1,pos_mean_precision,pos_mean_recall,pos_min_f1,pos_min_precision,pos_min_recall,pos_std_f1,pos_std_precision,pos_std_recall,std_false_negative,std_false_positive,std_true_negative,std_true_positive
svc=>logit3=>mlp,[[43]],['adam'],"(0, 0)",['poly'],,,2,"[4, 5, 0]",0.690677966101695,0.7231638418079096,0.6440677966101694,0.03052285704092418,46,18,97,33,38.5,16.25,93.0,29.25,35,14,86,27,0.794979079497908,0.7348484848484849,0.8715596330275229,0.7723056277718738,0.7073135198135198,0.8510509708174837,0.7319148936170212,0.6515151515151515,0.8349514563106796,0.025150799766764865,0.0333351034421689,0.014767643611591068,0.5739130434782609,0.7021276595744681,0.4852941176470588,0.5168801153561472,0.6421985815602836,0.43304552785251316,0.47058823529411764,0.6,0.3783783783783784,0.03969300738617836,0.03800103126833509,0.04010456768893831,4.5,1.479019945774904,4.183300132670378,2.277608394786075
logit2=>svc=>mlp=>rf=>rf=>mlp=>logit2=>logit3,"[[144, 105, 117], [113]]","['sgd', 'adam']","(0, 2)",['linear'],,"[110, 120]",1,"[3, 4, 0, 6, 6, 0, 3, 5]",0.6214689265536723,0.655367231638418,0.5819209039548022,0.02796467496217984,48,33,85,31,38.75,28.25,81.75,28.25,31,21,75,24,0.735930735930736,0.7327586206896551,0.8,0.7090433707505117,0.6797659529249243,0.7436615769496204,0.6696428571428571,0.6363636363636364,0.6944444444444444,0.02468069356659976,0.03985365888380481,0.03749528024229956,0.5040650406504066,0.5333333333333333,0.5,0.45724041235449575,0.5022552560896545,0.4251672240802676,0.4102564102564102,0.45901639344262296,0.3333333333333333,0.03811152123363317,0.026969552650514268,0.06271259125277943,6.417748826496718,4.437059837324712,3.960744879438715,2.680951323690902
logit2=>mlp=>logit3=>logit1=>logit1,"[[137, 106, 97]]",['lbfgs'],"(2, 1)",,,[],2,"[3, 0, 5, 1, 1]",0.6949152542372882,0.751412429378531,0.6497175141242938,0.03661435422829298,37,27,99,34,31.5,22.5,91.75,31.25,29,14,85,30,0.8181818181818181,0.7674418604651163,0.8761061946902655,0.7721888912304733,0.7441487164823993,0.8032808390928416,0.7327586206896551,0.6967213114754098,0.7711864406779662,0.03052432650771595,0.027803453367704352,0.04292633960926777,0.6071428571428571,0.7083333333333334,0.53125,0.537667568440604,0.5859350079744816,0.49892062290312816,0.49180327868852464,0.5263157894736842,0.44776119402985076,0.042888579571659424,0.07188827903497726,0.03098305913217756,3.2015621187164243,5.024937810560445,4.968651728587948,1.6393596310755
mlp=>xgb=>xgb=>logit3=>mlp,"[[55], [148, 67]]","['lbfgs', 'adam']","(0, 0)",,"[123, 114]",,1,"[0, 2, 2, 5, 0]",0.6779661016949152,0.7062146892655368,0.6666666666666666,0.016471615522161896,41,24,100,33,36.5,20.5,91.5,28.5,32,18,86,25,0.7936507936507938,0.7575757575757576,0.8348623853211009,0.7619296137299231,0.714737215909091,0.8166319154851266,0.7478260869565218,0.6893939393939394,0.7818181818181819,0.018499119896104182,0.026732305760189125,0.021350043330082027,0.532258064516129,0.6,0.4925373134328358,0.49901418621717186,0.5815849146676215,0.438665804106403,0.47787610619469023,0.5555555555555556,0.39705882352941174,0.02025180118580301,0.016798060659174347,0.03457603376712008,3.640054944640259,2.179449471770337,5.220153254455275,2.958039891549808
rf=>logit3=>logit1=>rf,[],[],"(1, 0)",,,"[40, 105]",1,"[6, 5, 1, 6]",0.6850282485875707,0.7175141242937854,0.6271186440677966,0.03581559981103381,49,20,102,27,39.75,16.0,97.5,23.75,30,13,88,19,0.8015873015873016,0.7709923664122137,0.8839285714285714,0.777164034091745,0.7110723008487956,0.8590112245382622,0.7272727272727272,0.6423357664233577,0.8347107438016529,0.0294353621992521,0.045978678414207726,0.02269868010197693,0.5142857142857142,0.675,0.4642857142857143,0.45976481017939086,0.597743741765481,0.3776475459877099,0.4042553191489362,0.5652173913043478,0.3114754098360656,0.05235384226099682,0.044797215861985235,0.06460768384029028,6.869315832017043,2.7386127875258306,5.5901699437494745,3.112474899497183
xgb=>svc=>svc=>logit3,,,"(0, 0)","['poly', 'poly']",[10],,2,"[2, 4, 4, 5]",0.6652542372881356,0.6836158192090396,0.6497175141242938,0.012231997228593772,60,11,104,25,52.0,7.25,100.25,17.5,48,2,96,11,0.7756653992395438,0.668918918918919,0.9811320754716981,0.7719177946155319,0.6590996484289167,0.9328704314553371,0.7674418604651163,0.6341463414634146,0.9,0.0032269220613487604,0.0144361103789359,0.029735915345319542,0.4716981132075472,0.8461538461538461,0.3424657534246575,0.3650628066901652,0.7227714813921711,0.2512145043641526,0.2619047619047619,0.6206896551724138,0.15492957746478872,0.07465146719078791,0.08660686325948756,0.06718589897777792,4.743416490252569,3.2691742076555053,3.031088913245535,5.024937810560445
mlp=>logit1=>mlp=>logit3,"[[82, 8, 59], [14, 146]]","['adam', 'lbfgs']","(1, 0)",,[],,1,"[0, 1, 0, 5]",0.7005649717514124,0.7401129943502824,0.6497175141242938,0.03270010424517011,40,26,98,33,31.25,21.75,93.0,31.0,27,15,86,29,0.8099173553719009,0.7768595041322314,0.8672566371681416,0.7779134891568977,0.7489871533211914,0.8108741090723242,0.735042735042735,0.6825396825396826,0.7833333333333333,0.027122409178104892,0.03899856253891562,0.032990363746398084,0.5892857142857143,0.6875,0.5423728813559322,0.540028559519229,0.5908175770308124,0.50115088147552,0.4833333333333333,0.5357142857142857,0.42028985507246375,0.038712517116599295,0.057559097581277655,0.04764591159457762,5.3091901453988255,4.14578098794425,4.358898943540674,1.5811388300841898
logit3=>logit1=>rf=>logit1=>logit2=>rf,,,"(2, 1)",,[],"[34, 126]",2,"[5, 1, 6, 1, 3, 6]",0.7019774011299434,0.7231638418079096,0.6779661016949152,0.018897017175508006,40,21,101,33,34.5,18.25,96.25,28.0,31,16,93,26,0.8015873015873015,0.7651515151515151,0.8558558558558559,0.7848316037683284,0.7362621684784514,0.8408724721224722,0.7654320987654321,0.6992481203007519,0.8205128205128205,0.014286099092156142,0.023688504045529555,0.01285149157454832,0.5739130434782608,0.673469387755102,0.5,0.5140461899861474,0.6045187546327364,0.448114689709348,0.48598130841121495,0.5531914893617021,0.40298507462686567,0.03587900438688572,0.045240713426289596,0.03539656521099914,3.3541019662496847,1.920286436967152,2.947456530637899,2.9154759474226504
svc=>logit1=>logit1=>logit3,,,"(2, 0)",['poly'],,,1,"[4, 1, 1, 5]",0.6807909604519774,0.7175141242937854,0.6497175141242938,0.02413560380033203,47,20,99,28,40.75,15.75,94.0,26.5,35,10,89,25,0.7983870967741935,0.7388059701492538,0.9047619047619048,0.7686791578592653,0.6980944005929346,0.8569918769713962,0.7416666666666667,0.6690140845070423,0.8230088495575221,0.02014375823218783,0.030159988119083252,0.03241644373427292,0.5283018867924528,0.7142857142857143,0.4444444444444444,0.48455461094557517,0.6327064202497157,0.3962425595238095,0.456140350877193,0.574468085106383,0.3472222222222222,0.02749092093143192,0.05507844234770985,0.03872715839375382,4.9180788932265,3.766629793329841,3.605551275463989,1.118033988749895
logit2=>logit2=>xgb=>logit1=>logit1=>logit3,,,"(2, 2)",[],[114],,2,"[3, 3, 2, 1, 1, 5]",0.6864406779661016,0.711864406779661,0.655367231638418,0.021698151830137326,39,31,97,30,34.25,21.25,93.0,28.5,22,13,88,27,0.7918367346938775,0.8151260504201681,0.8818181818181818,0.7698428851374507,0.7324207386913646,0.8163296888031693,0.7426160337552743,0.6929133858267716,0.7578125,0.01984277291605749,0.04861201381791599,0.04490891392967167,0.5321100917431193,0.6904761904761905,0.5510204081632653,0.5070589950980932,0.5820595824536712,0.46073578685205424,0.47863247863247865,0.46551724137931033,0.417910447761194,0.01919969290868459,0.0817527623514932,0.05278801347521914,7.084313657652377,6.49519052838329,4.06201920231798,1.118033988749895
logit3,[],[],"(0, 0)",,,,1,[5],0.7076271186440677,0.7401129943502824,0.655367231638418,0.032547227745205964,43,23,97,40,33.25,18.5,91.0,34.25,25,14,88,28,0.8083333333333333,0.7807017543859649,0.8738738738738738,0.7786055138807877,0.734025695286525,0.8310983709141273,0.7426160337552742,0.6717557251908397,0.7946428571428571,0.023809684719491433,0.03994505179318341,0.02823493844499158,0.625,0.7083333333333334,0.6153846153846154,0.5684735496264832,0.6500244421440073,0.5099020525180425,0.47863247863247865,0.6086956521739131,0.39436619718309857,0.05495385685049292,0.03653642409952198,0.07830347785363766,6.417748826496718,3.2015621187164243,3.5355339059327378,4.264680527307995
logit3,,,"(0, 0)",,,,2,[5],0.6935028248587569,0.7457627118644068,0.655367231638418,0.034220456044027465,32,29,98,38,30.5,23.75,89.0,33.75,27,18,78,31,0.8132780082987552,0.784,0.8448275862068966,0.7651700194172437,0.7435979305247598,0.7881867293111928,0.7188940092165899,0.7090909090909091,0.7289719626168224,0.03446441148711114,0.02714551832897651,0.04281781694911123,0.6017699115044247,0.6538461538461539,0.5573770491803278,0.5550474126817708,0.5893656436665078,0.5250585480093677,0.5166666666666667,0.543859649122807,0.49206349206349204,0.03049913385178791,0.041023925825393055,0.026187370379730183,2.0615528128088303,4.14578098794425,7.280109889280518,2.680951323690902
mlp=>xgb=>svc=>logit2=>logit3=>logit1=>mlp=>logit2=>xgb,"[[34, 20, 139], [59, 81]]","['adam', 'lbfgs']","(1, 2)",['poly'],"[19, 15]",,2,"[0, 2, 4, 3, 5, 1, 0, 3, 2]",0.692090395480226,0.7005649717514124,0.6779661016949152,0.009368996582924864,45,20,98,28,40.0,14.5,95.75,26.75,33,12,92,24,0.7854251012145749,0.7461538461538462,0.8888888888888888,0.7783651354511644,0.7058631477748739,0.8693910256410257,0.7634854771784231,0.6715328467153284,0.8290598290598291,0.00874260656150845,0.02659390965616442,0.023822330849663242,0.5137614678899083,0.7,0.45,0.49500725095020903,0.651511758118701,0.40214737862891525,0.46601941747572817,0.574468085106383,0.36923076923076925,0.017928764947482072,0.052524431689248564,0.03054556662114327,4.358898943540674,3.278719262151,2.277608394786075,1.6393596310755
logit3=>svc,,,"(0, 0)",['poly'],,[],2,"[5, 4]",0.6751412429378532,0.7005649717514124,0.6214689265536724,0.03233198627756946,62,13,108,22,49.25,8.25,102.0,17.5,40,5,97,13,0.8029739776951673,0.7297297297297297,0.9509803921568627,0.7798629104042449,0.6754537433020076,0.9263440430102933,0.7432950191570881,0.610062893081761,0.8925619834710744,0.023688146159040184,0.04322859683228364,0.023673528503257137,0.43564356435643564,0.76,0.3142857142857143,0.3773166156618164,0.6859059448770239,0.2653030303030303,0.27956989247311825,0.5517241379310345,0.17333333333333334,0.06037074085363755,0.0796533761351648,0.05427709615581017,7.980444849756184,3.112474899497183,4.636809247747852,3.3541019662496847
logit1=>logit3=>rf,,,"(1, 0)",,,[94],3,"[1, 5, 6]",0.6765536723163842,0.7231638418079096,0.6214689265536724,0.036695991685781276,41,29,104,30,35.25,22.0,95.75,24.0,30,17,92,17,0.8093385214007782,0.7647058823529411,0.859504132231405,0.7696546265693242,0.731256050856778,0.8137427118425629,0.7351778656126482,0.6962962962962963,0.7622950819672131,0.026424226799375942,0.02880068361514509,0.040585073025299345,0.5217391304347826,0.5952380952380952,0.5,0.4540452793972062,0.5239059279356204,0.4041125541125541,0.33663366336633666,0.3695652173913043,0.3090909090909091,0.07090859745466425,0.09103707817454919,0.06975509125062589,4.437059837324712,5.196152422706632,4.815340071064556,4.636809247747852
xgb=>xgb=>mlp=>mlp=>logit3,"[[17, 133, 119], [138]]","['sgd', 'lbfgs']","(0, 0)",[],"[122, 19]",,3,"[2, 2, 0, 0, 5]",0.711864406779661,0.7401129943502824,0.6892655367231638,0.01915912424611657,43,23,103,32,34.0,17.0,96.0,30.0,29,12,92,28,0.8174603174603176,0.7698412698412699,0.8956521739130435,0.7896970174194395,0.7393114823741843,0.8505753642083782,0.7698744769874476,0.6814814814814815,0.8,0.018508823258784588,0.03410136453199697,0.040506556577852244,0.5490196078431372,0.7142857142857143,0.5161290322580645,0.540805457685253,0.6460847975553857,0.4717938539661616,0.5217391304347826,0.5818181818181818,0.410958904109589,0.011080268858173618,0.061308598589038296,0.04306752059217452,5.522680508593631,5.049752469181039,4.527692569068709,1.4142135623730951
logit3=>svc=>logit1,,,"(1, 0)",['poly'],[],,2,"[5, 4, 1]",0.652542372881356,0.6892655367231638,0.615819209039548,0.02949239126810889,57,19,104,27,49.75,11.75,92.5,23.0,46,8,85,15,0.7819548872180452,0.6753246753246753,0.9285714285714286,0.7493840033213733,0.6498342759508912,0.8864846493712474,0.7166666666666667,0.6013986013986014,0.8173076923076923,0.029533084278535585,0.029871056470938066,0.04267468146147585,0.4954128440366973,0.75,0.3698630136986301,0.42340305487016366,0.6664002557544757,0.31449881454162276,0.3409090909090909,0.5869565217391305,0.23076923076923078,0.057682963286137305,0.058318145836915476,0.0588854147517543,4.493050188902857,4.322904116447646,7.697402159170326,4.898979485566356
logit2=>logit3=>logit2=>logit1,,,"(1, 2)",,,[],2,"[3, 5, 3, 1]",0.6807909604519774,0.7062146892655368,0.632768361581921,0.02838947915570872,38,33,98,31,34.75,21.75,92.5,28.0,32,16,84,26,0.7903225806451614,0.7480916030534351,0.8584070796460177,0.7653857943828055,0.7268208714193256,0.8103088406185751,0.7210300429184548,0.7165354330708661,0.717948717948718,0.026834842799457123,0.012593267041046474,0.0544903361778907,0.52991452991453,0.62,0.4666666666666667,0.4981811118174755,0.5712551335573431,0.4464008084577114,0.46280991735537197,0.45901639344262296,0.40625,0.02471207811092743,0.06615181790250657,0.02398422682283442,2.384848003542364,6.609652033201143,5.5901699437494745,1.8708286933869707
logit3=>logit1=>svc=>svc=>logit1,,,"(2, 0)","['linear', 'rbf']",[],,1,"[5, 1, 4, 4, 1]",0.6680790960451978,0.6949152542372882,0.6214689265536724,0.02778575645890677,33,34,86,41,30.5,28.25,81.75,36.5,27,26,78,32,0.7610619469026548,0.7610619469026548,0.7636363636363637,0.7355409760015701,0.7280953125989679,0.7433769585871356,0.6995515695067265,0.7027027027027027,0.6964285714285714,0.02275285868077527,0.021420399775343865,0.027424556813639974,0.5899280575539567,0.6119402985074627,0.578125,0.5536855526895721,0.5638897361615676,0.5442976423969894,0.4885496183206107,0.48484848484848486,0.49230769230769234,0.039285282381534316,0.047538834016753476,0.033646641248041995,2.179449471770337,3.344772040064913,3.344772040064913,3.2015621187164243
logit1=>logit3=>logit1=>rf=>rf,,,"(2, 0)",,,"[74, 57]",2,"[1, 5, 1, 6, 6]",0.6892655367231637,0.7288135593220338,0.655367231638418,0.02962736859237717,41,21,99,34,35.0,20.0,93.5,28.5,30,18,91,25,0.8048780487804877,0.7674418604651163,0.8461538461538461,0.7727026733608228,0.7281652758313639,0.8235657849144692,0.7489711934156378,0.6893939393939394,0.8125,0.021254164101963142,0.03038585862719753,0.013296384632366392,0.5666666666666668,0.625,0.5230769230769231,0.507847067250737,0.5855539086517347,0.44967254967254966,0.45045045045045046,0.5434782608695652,0.3787878787878788,0.053488592678038765,0.03636906627798969,0.0627266140123734,4.636809247747852,1.224744871391589,3.278719262151,3.774917217635375
logit1=>xgb=>logit1=>logit3,[],[],"(2, 0)",[],[118],,3,"[1, 2, 1, 5]",0.690677966101695,0.7175141242937854,0.6610169491525424,0.02012402097284607,38,23,98,33,34.5,20.25,92.5,29.75,27,18,84,24,0.7899159663865546,0.7768595041322314,0.8448275862068966,0.7711235174514621,0.7285967358247537,0.8199962335250235,0.7368421052631579,0.6885245901639344,0.7924528301886793,0.020349406955898274,0.03151457290227006,0.02248405212758464,0.5689655172413793,0.6170212765957447,0.55,0.5191629003459435,0.5944338905775075,0.463596300374758,0.4660194174757281,0.5714285714285714,0.39344262295081966,0.036495981057653046,0.0165598913758198,0.05633116115526343,4.387482193696061,2.277608394786075,5.172040216394301,3.6996621467371855
xgb=>xgb=>logit3,,,"(0, 0)",,"[86, 21]",,3,"[2, 2, 5]",0.6511299435028248,0.7062146892655368,0.615819209039548,0.034913014390701366,41,30,91,34,37.5,24.25,85.25,30.0,32,20,81,28,0.7777777777777778,0.7398373983739838,0.8198198198198198,0.7339600675341871,0.6946040426327098,0.7789134622182711,0.7043478260869565,0.6639344262295082,0.7345132743362832,0.028084558072378234,0.028718700454476193,0.03718510347143713,0.5666666666666667,0.6296296296296297,0.5151515151515151,0.49329093298253435,0.5553697898525485,0.445245956967099,0.45161290322580644,0.4827586206896552,0.4057971014492754,0.04555886467125317,0.061074741410168484,0.041889071027847224,3.774917217635375,4.380353866983808,3.766629793329841,2.449489742783178
mlp=>logit3,"[[15, 15, 134]]",['adam'],"(0, 0)",,,[],2,"[0, 5]",0.6949152542372882,0.751412429378531,0.6610169491525424,0.037475986331699414,38,24,97,38,33.0,21.0,90.75,32.25,24,18,87,27,0.8151260504201682,0.8016528925619835,0.8290598290598291,0.7707341786272032,0.7339335682213277,0.8122266859108965,0.7478991596638657,0.7007874015748031,0.7894736842105263,0.02703081264283005,0.03966540718646833,0.017152861393777558,0.6206896551724138,0.6785714285714286,0.6,0.5427206215970961,0.6027100840336135,0.4951479076479076,0.4736842105263158,0.5294117647058824,0.42424242424242425,0.0652775521584822,0.060339714992891265,0.07334624195977943,5.385164807134504,2.23606797749979,3.766629793329841,4.815340071064556
logit3=>rf=>logit2=>logit2,,,"(0, 2)",[],,[115],2,"[5, 6, 3, 3]",0.6850282485875706,0.7062146892655368,0.6497175141242938,0.02201759501146878,49,16,101,30,41.0,14.75,94.5,26.75,37,13,88,23,0.792156862745098,0.7318840579710145,0.8715596330275229,0.7718171078213157,0.6974995189983799,0.8651600198834279,0.7394957983193277,0.6423357664233577,0.8545454545454545,0.020231174027198942,0.03362683699817669,0.0069789299200335355,0.5357142857142857,0.6818181818181818,0.4411764705882353,0.4891967706622879,0.6436171870764895,0.3956895091107928,0.46464646464646464,0.5897435897435898,0.35526315789473684,0.02885415429264223,0.03739442520122317,0.031262013263452154,4.743416490252569,1.299038105676658,4.6097722286464435,2.48746859276655
svc=>logit3=>logit1,,,"(1, 0)",['rbf'],,[],3,"[4, 5, 1]",0.6793785310734464,0.7062146892655368,0.6610169491525424,0.016652296783264978,41,24,92,38,37.0,19.75,86.75,33.5,34,16,83,27,0.7699115044247787,0.7301587301587301,0.8446601941747572,0.7534417841384663,0.7009364111498257,0.8152241443691897,0.7391304347826088,0.6746031746031746,0.7931034482758621,0.012302165405589663,0.020457420938916913,0.019029495185511305,0.59375,0.7037037037037037,0.5135135135135135,0.5392268463960319,0.6274223139548217,0.47362315717918685,0.4821428571428572,0.5294117647058824,0.4383561643835616,0.04307908841546965,0.06303933376676321,0.03351026686275646,2.5495097567963922,2.8613807855648994,3.344772040064913,4.387482193696061
mlp=>rf=>mlp=>logit3,"[[49, 59], [35, 31, 144]]","['adam', 'sgd']","(0, 0)",,,[37],1,"[0, 6, 0, 5]",0.6709039548022598,0.6892655367231638,0.655367231638418,0.013473717534137649,49,13,105,24,47.0,11.25,96.5,22.25,45,8,92,17,0.7924528301886792,0.6907894736842105,0.9292035398230089,0.767663784169238,0.6721021303258146,0.89501657597333,0.7510204081632654,0.6524822695035462,0.8773584905660378,0.016101059518345985,0.014763095353351888,0.02016364183487138,0.4571428571428571,0.68,0.34782608695652173,0.43099418649361954,0.6654954954954955,0.32006159481456936,0.38202247191011235,0.6486486486486487,0.265625,0.028942789957111827,0.011146077599616265,0.0321434048187525,1.4142135623730951,1.920286436967152,5.123475382979799,3.031088913245535
xgb=>logit3=>logit1=>rf=>xgb=>mlp,"[[84, 110]]",['lbfgs'],"(1, 0)",,"[6, 117]",[93],3,"[2, 5, 1, 6, 2, 0]",0.6949152542372882,0.7288135593220338,0.6610169491525424,0.025266304830506077,44,22,97,33,36.25,17.75,92.0,31.0,26,13,84,28,0.8016528925619835,0.7886178861788617,0.8818181818181818,0.7724561871026957,0.7180972236455558,0.838781512605042,0.736842105263158,0.65625,0.8151260504201681,0.024884547297371055,0.04700108743192632,0.026634413406357794,0.5714285714285714,0.6829268292682927,0.5517241379310345,0.5347950856425433,0.6392079867177223,0.465223145356959,0.5185185185185185,0.5925925925925926,0.417910447761194,0.021304012625449495,0.03950294149260374,0.052608686645703735,6.5717197140474575,3.491060010942235,5.431390245600108,1.8708286933869707
xgb=>logit2=>xgb=>logit3,,,"(0, 1)",,"[67, 61]",,2,"[2, 3, 2, 5]",0.6963276836158193,0.7175141242937854,0.6610169491525424,0.023422491457312164,41,23,101,30,35.5,18.25,96.0,27.25,30,9,92,23,0.8015873015873017,0.7637795275590551,0.9181818181818182,0.7811520654792241,0.7306907788149962,0.8412049356739623,0.7580645161290324,0.7112676056338029,0.8034188034188035,0.017831572941668074,0.020278668315825674,0.045365743369654675,0.5454545454545454,0.7428571428571429,0.5,0.5027399654022248,0.6077731092436975,0.43503575870646766,0.43396226415094347,0.5,0.38333333333333336,0.04173061012947162,0.08704149392753231,0.05058876716642191,4.031128874149275,5.448623679425842,3.391164991562634,2.947456530637899
mlp=>mlp=>logit1=>logit3,"[[17], [130, 72, 31]]","['adam', 'adam']","(1, 0)",,,[],3,"[0, 0, 1, 5]",0.6652542372881356,0.6949152542372882,0.6440677966101694,0.022017595011468813,42,32,94,39,36.5,22.75,87.5,30.25,31,17,84,26,0.7673469387755102,0.7372881355932204,0.8468468468468469,0.74697366115693,0.7065051823595121,0.7949565190686168,0.7296137339055794,0.6692913385826772,0.7310924369747899,0.015619663120559587,0.024942641678332447,0.04136632835925973,0.5909090909090908,0.65,0.5416666666666666,0.5022126539015613,0.5730695703586914,0.4523935015526807,0.4615384615384615,0.4576271186440678,0.3939393939393939,0.051665033647013484,0.07122267633667317,0.05807276188180317,4.6097722286464435,5.584576975922169,3.905124837953327,5.165994579942956
rf=>xgb=>svc=>logit3=>svc=>rf,,,"(0, 0)","['linear', 'rbf']",[84],"[28, 83]",3,"[6, 2, 4, 5, 4, 6]",0.6822033898305085,0.7231638418079096,0.6497175141242938,0.02661220858957171,33,33,104,33,28.5,27.75,91.25,29.5,26,23,84,24,0.8093385214007781,0.8,0.8188976377952756,0.7630763183297342,0.7612727356143714,0.7659763822752788,0.7304347826086957,0.7338709677419355,0.717948717948718,0.029329534274586528,0.025567444928149385,0.04338690630449493,0.532258064516129,0.5660377358490566,0.559322033898305,0.511086201162804,0.5171858353534262,0.508044794188862,0.49484536082474223,0.484375,0.47619047619047616,0.0147716177769092,0.029983563885666017,0.03355927611511132,2.8722813232690143,4.763139720814412,7.790218225441442,3.3541019662496847
logit3=>xgb=>xgb=>rf,,,"(0, 0)",[],"[100, 116]",[58],3,"[5, 2, 2, 6]",0.6892655367231638,0.7288135593220338,0.6666666666666666,0.025580184006037898,41,23,101,28,35.5,19.5,95.25,26.75,31,17,91,25,0.8080000000000002,0.7651515151515151,0.8559322033898306,0.7755933609958506,0.7283762825101409,0.8298871693305726,0.7551867219917011,0.6893939393939394,0.7982456140350878,0.022100473195062476,0.028326629272860167,0.020643828466553105,0.5384615384615384,0.6222222222222222,0.4745762711864407,0.49374574540503735,0.5794444444444444,0.43098383421165076,0.47787610619469023,0.54,0.39705882352941174,0.025843679005214736,0.03308705315406242,0.027882171439962116,3.640054944640259,2.29128784747792,4.380353866983808,1.0897247358851685
xgb=>logit1=>logit1=>logit3,,,"(2, 0)",[],[83],,2,"[2, 1, 1, 5]",0.655367231638418,0.672316384180791,0.6384180790960452,0.012633152415253058,49,21,92,30,42.75,18.25,89.25,26.75,38,15,85,24,0.7542372881355932,0.7022900763358778,0.85,0.7451832536578299,0.6766308707946149,0.8308164115239701,0.7264957264957265,0.6343283582089553,0.8141592920353983,0.011304804537645654,0.027784365704056072,0.01572191094986467,0.5084745762711865,0.6511627906976745,0.4411764705882353,0.466512583461736,0.595001726306444,0.38581598029528014,0.43636363636363634,0.5434782608695652,0.34782608695652173,0.02651887897233465,0.03849209472665642,0.035436837990372005,4.493050188902857,2.384848003542364,2.680951323690902,2.384848003542364
logit3=>svc=>rf,[],[],"(0, 0)",['linear'],,[112],2,"[5, 4, 6]",0.6793785310734464,0.7457627118644068,0.5988700564971752,0.054245379575343276,51,22,104,28,41.75,15.0,94.5,25.75,37,7,85,21,0.8221343873517787,0.7323943661971831,0.9369369369369369,0.7681666633842388,0.6932996601657188,0.8625080437580437,0.7053941908713692,0.625,0.8035714285714286,0.0437229485775103,0.0406843253106812,0.05750252300927153,0.5544554455445544,0.8,0.4307692307692308,0.4782733458032221,0.6437244561634806,0.3836845057927148,0.37168141592920356,0.5121951219512195,0.2916666666666667,0.06654509163376796,0.11424778934888896,0.05556154499725158,5.539629951540085,6.2048368229954285,7.433034373659253,2.8613807855648994
mlp=>logit2=>logit1=>logit1=>rf=>logit3,"[[47, 28]]",['adam'],"(2, 1)",,[],[27],3,"[0, 3, 1, 1, 6, 5]",0.6892655367231638,0.7401129943502824,0.6666666666666666,0.030161238000088443,39,28,102,36,33.75,21.25,92.25,29.75,26,17,85,23,0.816,0.796875,0.8360655737704918,0.7695114285239251,0.7317008288530465,0.8137101857076485,0.7467811158798283,0.6854838709677419,0.7723577235772358,0.02747195235624226,0.0463114154702389,0.025471795139561385,0.5625000000000001,0.6792452830188679,0.5272727272727272,0.5176710600006055,0.5824763867811276,0.469013949013949,0.43809523809523804,0.45098039215686275,0.42592592592592593,0.04992861027163265,0.0827443412324095,0.03890865842724581,5.539629951540085,4.085033659592048,6.7592529172978875,4.656984002549289
svc=>svc=>logit3=>logit2,,,"(0, 1)","['linear', 'rbf']",,,3,"[4, 4, 5, 3]",0.653954802259887,0.711864406779661,0.576271186440678,0.05365372856842536,39,39,98,30,32.25,29.0,86.5,29.25,25,22,72,28,0.7935222672064778,0.788135593220339,0.8166666666666667,0.7361678080991346,0.7266959180116378,0.7472695717976963,0.6575342465753425,0.6666666666666666,0.6486486486486487,0.053124431892692864,0.05373436694012133,0.06117475265999477,0.5263157894736842,0.56,0.5454545454545454,0.49141735883664783,0.5076324780598915,0.4794246646026832,0.4444444444444445,0.43478260869565216,0.4264705882352941,0.03478468066372172,0.04592360324243474,0.04450386175777631,5.539629951540085,6.284902544988268,9.962429422585638,0.82915619758885
xgb=>logit3=>logit2=>rf=>rf=>logit2=>xgb,[],[],"(0, 2)",[],"[96, 90]","[9, 85]",3,"[2, 5, 3, 6, 6, 3, 2]",0.6666666666666667,0.672316384180791,0.6497175141242938,0.009785597782875018,41,32,90,35,33.75,25.25,86.0,32.0,29,17,84,29,0.7563025210084034,0.7433628318584071,0.8411214953271028,0.744481555608007,0.719492909884454,0.7744032709770166,0.7304347826086957,0.6870229007633588,0.7241379310344828,0.009347252102365014,0.022369712461845763,0.04515039167352566,0.546875,0.6304347826086957,0.546875,0.5197832661290323,0.5646647472394756,0.48866288831106214,0.5,0.49206349206349204,0.4142857142857143,0.020447113955264433,0.05128183628423699,0.04825332426568385,4.763139720814412,5.7608593109014565,2.449489742783178,2.23606797749979
